@relation learnng-weka.filters.unsupervised.instance.Randomize-S4522-weka.filters.unsupervised.attribute.Remove-R1

@attribute NoRows numeric
@attribute NoColumn numeric
@attribute TotalCellNo numeric
@attribute CellEmpty numeric
@attribute CellNumeric numeric
@attribute CellSemiNumeric numeric
@attribute CellText numeric
@attribute ContainsAdverse numeric
@attribute containsAge numeric
@attribute containsBaseline numeric
@attribute containsCharacteristicCap numeric
@attribute containsDemographic numeric
@attribute ContainsExclusion numeric
@attribute ContainsInclusion numeric
@attribute containsN numeric
@attribute containsPatientsCap numeric
@attribute containsPatientsCell numeric
@attribute ContainsSideEffect numeric
@attribute ContainsSignOrSymptomAnnotation numeric
@attribute containsEglibility numeric
@attribute containsToxicity numeric
@attribute containsInclusionExclusionCell numeric
@attribute containsHaematologic numeric
@attribute containsTrialCap numeric
@attribute clas {AdverseEvent,InclusionExclusion,Other,BaselineCharacteristic}

@data
6,3,18,0,55.555556,0,44.444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
11,5,55,3.636364,49.090909,18.181818,29.090909,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,AdverseEvent
6,5,30,3.333333,10,33.333333,53.333333,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
14,3,42,2.380952,0,66.666667,30.952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
14,2,28,21.428571,0,0,78.571429,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,InclusionExclusion
29,2,58,13.793103,20.689655,15.517241,50,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,BaselineCharacteristic
15,17,255,0.784314,25.490196,6.27451,67.45098,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,AdverseEvent
35,5,175,0.571429,0,60.571429,38.857143,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,BaselineCharacteristic
6,8,48,25,8.333333,25,41.666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
19,5,95,0,8.421053,67.368421,24.210526,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,AdverseEvent
13,7,91,1.098901,35.164835,26.373626,37.362637,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,AdverseEvent
31,10,310,0,53.870968,4.193548,41.935484,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,BaselineCharacteristic
37,7,259,30.888031,16.988417,31.274131,20.849421,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,AdverseEvent
26,2,52,25,0,38.461538,36.538462,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
18,3,54,3.703704,0,59.259259,37.037037,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,AdverseEvent
15,7,105,8.571429,11.428571,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
5,3,15,0,0,53.333333,46.666667,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
8,4,32,0,18.75,25,56.25,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Other
4,1,4,0,0,0,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,InclusionExclusion
18,2,36,0,0,47.222222,52.777778,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,AdverseEvent
10,2,20,15,15,25,45,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
8,4,32,0,18.75,37.5,43.75,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Other
8,6,48,14.583333,0,31.25,54.166667,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,AdverseEvent
4,5,20,25,25,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
17,3,51,11.764706,0,3.921569,84.313725,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
26,3,78,12.820513,2.564103,43.589744,41.025641,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Other
22,5,110,13.636364,61.818182,0,24.545455,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,BaselineCharacteristic
30,2,60,16.666667,0,45,38.333333,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
13,3,39,5.128205,46.153846,10.25641,38.461538,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
10,2,20,20,0,0,80,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,InclusionExclusion
7,6,42,2.380952,71.428571,0,26.190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
11,5,55,1.818182,36.363636,14.545455,47.272727,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,BaselineCharacteristic
16,3,48,27.083333,14.583333,22.916667,35.416667,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,BaselineCharacteristic
19,3,57,0,0,33.333333,66.666667,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
21,9,189,1.058201,76.190476,0,22.751323,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,AdverseEvent
24,6,144,24.305556,34.027778,4.166667,37.5,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
3,7,21,0,0,57.142857,42.857143,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
11,2,22,0,31.818182,4.545455,63.636364,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,BaselineCharacteristic
43,3,129,21.705426,22.48062,21.705426,34.108527,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
13,3,39,12.820513,5.128205,35.897436,46.153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
6,7,42,23.809524,0,42.857143,33.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
12,4,48,2.083333,6.25,62.5,29.166667,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,BaselineCharacteristic
20,6,120,2.5,10.833333,58.333333,28.333333,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,AdverseEvent
14,3,42,42.857143,16.666667,0,40.47619,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,AdverseEvent
25,2,50,10,0,0,90,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,InclusionExclusion
2,2,3,0,0,0,100,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,InclusionExclusion
25,2,50,0,0,44,56,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,BaselineCharacteristic
2,7,14,0,42.857143,7.142857,50,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Other
17,5,85,16.470588,42.352941,0,41.176471,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Other
17,4,68,17.647059,17.647059,26.470588,38.235294,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,AdverseEvent
13,8,104,0,68.269231,9.615385,22.115385,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BaselineCharacteristic
18,2,36,50,0,0,50,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,InclusionExclusion
26,5,130,16.153846,0,46.153846,37.692308,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,AdverseEvent
6,6,36,0,0,69.444444,30.555556,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
34,7,238,18.487395,0,41.596639,39.915966,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,AdverseEvent
39,3,117,11.111111,5.128205,54.700855,29.059829,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
26,8,208,25,33.653846,7.211538,34.134615,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,BaselineCharacteristic
17,4,68,10.294118,23.529412,13.235294,52.941176,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,AdverseEvent
18,5,90,10,7.777778,41.111111,41.111111,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,BaselineCharacteristic
45,3,135,21.481481,23.703704,8.888889,45.925926,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,BaselineCharacteristic
71,6,426,3.755869,0,77.464789,18.779343,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,AdverseEvent
16,4,64,0,70.3125,0,29.6875,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,AdverseEvent
18,10,180,29.444444,52.777778,2.777778,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
5,4,20,5,0,40,55,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Other
12,5,60,0,35,11.666667,53.333333,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,AdverseEvent
9,5,45,33.333333,15.555556,0,51.111111,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
26,4,104,22.115385,18.269231,34.615385,25,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,BaselineCharacteristic
8,2,16,6.25,0,0,93.75,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,InclusionExclusion
8,2,16,6.25,0,0,93.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
1,2,2,0,0,0,100,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,InclusionExclusion
9,13,117,1.709402,61.538462,0,36.752137,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,AdverseEvent
10,5,50,0,80,0,20,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,AdverseEvent
18,4,72,33.333333,22.222222,0,44.444444,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
28,6,168,9.52381,0,68.452381,22.02381,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,AdverseEvent
35,1,35,0,0,0,100,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,InclusionExclusion
31,2,62,20.967742,32.258065,6.451613,40.322581,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,BaselineCharacteristic
14,4,56,1.785714,26.785714,37.5,33.928571,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
20,1,20,0,0,0,100,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,InclusionExclusion
18,3,54,14.814815,24.074074,24.074074,37.037037,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,Other
5,2,10,10,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
32,6,192,26.5625,0,46.875,26.5625,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
6,3,18,0,22.222222,33.333333,44.444444,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Other
13,5,65,16.923077,6.153846,30.769231,46.153846,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,AdverseEvent
14,4,56,21.428571,51.785714,0,26.785714,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,AdverseEvent
7,2,14,14.285714,0,0,85.714286,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,InclusionExclusion
7,3,21,0,9.52381,47.619048,42.857143,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Other
10,9,90,26.666667,28.888889,0,44.444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AdverseEvent
6,7,42,4.761905,57.142857,0,38.095238,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
13,2,26,15.384615,0,30.769231,53.846154,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,BaselineCharacteristic
28,5,140,4.285714,0,64.285714,31.428571,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,AdverseEvent
40,5,200,37.5,39,0.5,23,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,AdverseEvent
28,3,84,0,2.380952,47.619048,50,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
7,6,42,0,28.571429,0,71.428571,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,AdverseEvent
6,3,18,0,27.777778,0,72.222222,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,AdverseEvent
25,4,100,13,38,19,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
41,6,246,22.764228,6.097561,33.739837,37.398374,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,InclusionExclusion
40,4,160,0.625,0,55.625,43.75,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
4,8,32,18.75,46.875,0,34.375,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Other
12,4,48,2.083333,22.916667,37.5,37.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Other
12,4,48,2.083333,0,33.333333,64.583333,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,AdverseEvent
17,5,85,2.352941,15.294118,45.882353,36.470588,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,AdverseEvent
15,3,45,2.222222,62.222222,0,35.555556,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,AdverseEvent
14,4,56,8.928571,0,57.142857,33.928571,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,AdverseEvent
7,2,14,14.285714,0,0,85.714286,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,InclusionExclusion
12,4,48,4.166667,0,41.666667,54.166667,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,AdverseEvent
10,2,20,0,5,45,50,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
13,13,169,3.550296,56.804734,0,39.64497,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
2,2,3,0,0,0,100,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,InclusionExclusion
33,3,99,2.020202,54.545455,2.020202,41.414141,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,AdverseEvent
8,3,24,4.166667,50,0,45.833333,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,AdverseEvent
23,5,115,55.652174,1.73913,12.173913,30.434783,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,AdverseEvent
45,3,135,28.888889,40.740741,3.703704,26.666667,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,BaselineCharacteristic
18,9,162,5.555556,79.012346,0,15.432099,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
24,5,120,21.666667,10,24.166667,44.166667,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,AdverseEvent
18,2,36,0,0,41.666667,58.333333,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
14,5,70,4.285714,0,50,45.714286,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AdverseEvent
19,5,95,22.105263,1.052632,38.947368,37.894737,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,AdverseEvent
11,6,66,1.515152,83.333333,0,15.151515,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,AdverseEvent
17,9,153,7.189542,45.098039,5.228758,42.48366,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,AdverseEvent
12,5,60,25,10,30,35,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,AdverseEvent
19,4,76,13.157895,0,11.842105,75,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,AdverseEvent
10,5,50,10,8,34,48,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
13,22,286,1.398601,87.062937,0,11.538462,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,AdverseEvent
9,4,36,30.555556,16.666667,22.222222,30.555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
4,4,16,0,50,0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AdverseEvent
30,10,300,0.666667,81.666667,1.333333,16.333333,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
8,4,32,3.125,43.75,0,53.125,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
16,1,16,37.5,0,0,62.5,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,InclusionExclusion
19,3,57,1.754386,0,21.052632,77.192982,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,AdverseEvent
16,2,32,3.125,25,25,46.875,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,BaselineCharacteristic
11,5,55,3.636364,70.909091,0,25.454545,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,AdverseEvent
7,5,35,20,0,45.714286,34.285714,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Other
28,6,168,4.761905,0,47.02381,48.214286,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,AdverseEvent
7,7,49,16.326531,28.571429,20.408163,34.693878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
25,2,50,16,30,8,46,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,BaselineCharacteristic
5,17,85,2.352941,0,0,97.647059,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Other
19,4,76,11.842105,40.789474,10.526316,36.842105,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
9,2,18,27.777778,0,0,72.222222,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,InclusionExclusion
9,6,54,0,42.592593,25.925926,31.481481,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Other
21,5,105,30.47619,45.714286,8.571429,15.238095,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Other
20,3,60,21.666667,0,33.333333,45,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
7,3,21,4.761905,42.857143,9.52381,42.857143,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,BaselineCharacteristic
27,4,108,16.666667,0,57.407407,25.925926,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,AdverseEvent
7,4,28,0,64.285714,0,35.714286,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
7,1,7,0,0,0,100,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,InclusionExclusion
11,3,33,6.060606,36.363636,18.181818,39.393939,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,BaselineCharacteristic
5,3,15,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
22,2,44,0,31.818182,13.636364,54.545455,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,BaselineCharacteristic
18,5,90,7.777778,53.333333,0,38.888889,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
26,3,78,20.512821,41.025641,11.538462,26.923077,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
6,5,30,6.666667,66.666667,0,26.666667,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,AdverseEvent
36,13,468,47.435897,0,43.589744,8.974359,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
30,7,210,30,14.285714,31.904762,23.809524,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,BaselineCharacteristic
29,10,290,2.758621,44.137931,2.413793,50.689655,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,BaselineCharacteristic
8,4,32,6.25,37.5,6.25,50,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,BaselineCharacteristic
3,7,21,0,57.142857,0,42.857143,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Other
20,2,40,0,47.5,0,52.5,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,AdverseEvent
15,6,90,7.777778,11.111111,55.555556,25.555556,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,AdverseEvent
1,2,2,0,0,0,100,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,InclusionExclusion
15,9,135,7.407407,44.444444,5.185185,42.962963,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,AdverseEvent
6,3,18,5.555556,27.777778,27.777778,38.888889,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,AdverseEvent
17,4,68,17.647059,38.235294,20.588235,23.529412,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
6,4,24,0,16.666667,45.833333,37.5,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
17,7,119,0.840336,49.579832,26.05042,23.529412,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,AdverseEvent
48,2,96,16.666667,2.083333,34.375,46.875,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,BaselineCharacteristic
18,2,36,44.444444,25,0,30.555556,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,AdverseEvent
11,8,88,19.318182,6.818182,0,73.863636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
15,6,90,2.222222,28.888889,32.222222,36.666667,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
8,6,48,33.333333,16.666667,16.666667,33.333333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Other
9,8,72,6.944444,30.555556,37.5,25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
8,4,32,31.25,0,46.875,21.875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Other
21,5,105,0,19.047619,22.857143,58.095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
24,17,408,14.95098,33.088235,0,51.960784,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Other
16,2,32,3.125,0,43.75,53.125,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
10,9,90,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
8,2,16,0,0,50,50,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
10,4,40,17.5,0,35,47.5,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,BaselineCharacteristic
19,2,38,0,0,39.473684,60.526316,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,BaselineCharacteristic
6,5,30,0,16.666667,50,33.333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,AdverseEvent
17,6,102,41.176471,35.294118,2.941176,20.588235,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Other
11,2,22,9.090909,0,0,90.909091,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,InclusionExclusion
14,2,28,25,0,0,75,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,InclusionExclusion
33,2,66,24.242424,0,40.909091,34.848485,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,BaselineCharacteristic
21,4,84,13.095238,0,57.142857,29.761905,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,AdverseEvent
10,4,40,2.5,2.5,42.5,52.5,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,BaselineCharacteristic
19,4,76,0,0,71.052632,28.947368,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,AdverseEvent
14,28,392,21.938776,24.234694,0.765306,53.061224,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,AdverseEvent
19,9,171,14.619883,4.093567,66.081871,15.204678,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,AdverseEvent
23,5,115,15.652174,8.695652,53.043478,22.608696,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
9,5,45,2.222222,13.333333,57.777778,26.666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Other
9,5,45,2.222222,31.111111,40,26.666667,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,Other
23,3,69,18.84058,40.57971,8.695652,31.884058,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,Other
32,7,224,19.642857,3.571429,59.375,17.410714,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,BaselineCharacteristic
21,3,63,1.587302,0,47.619048,50.793651,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,BaselineCharacteristic
11,2,22,0,0,31.818182,68.181818,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
32,3,96,8.333333,39.583333,4.166667,47.916667,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,BaselineCharacteristic
13,11,143,9.090909,0,55.944056,34.965035,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,Other
8,5,40,2.5,10,60,27.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
14,7,98,28.571429,1.020408,51.020408,19.387755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
33,3,99,24.242424,35.353535,10.10101,30.30303,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,BaselineCharacteristic
7,4,28,3.571429,64.285714,0,32.142857,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,AdverseEvent
14,2,28,50,0,0,50,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,InclusionExclusion
13,6,78,3.846154,6.410256,33.333333,56.410256,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
12,4,48,8.333333,6.25,43.75,41.666667,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
9,3,27,0,0,37.037037,62.962963,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
6,2,12,0,8.333333,8.333333,83.333333,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,AdverseEvent
20,4,80,35,27.5,12.5,25,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,BaselineCharacteristic
38,3,114,16.666667,41.22807,7.894737,34.210526,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,BaselineCharacteristic
12,3,36,2.777778,61.111111,0,36.111111,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AdverseEvent
15,2,30,0,0,46.666667,53.333333,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,AdverseEvent
10,3,30,0,0,56.666667,43.333333,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Other
16,4,64,0,34.375,31.25,34.375,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,AdverseEvent
9,2,18,33.333333,0,0,66.666667,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,InclusionExclusion
